year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,intlwhts,intlblks,marblk,marwht,letin1a,ballot
2006,1867,Automobile dealers,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1868,Real estate,Extremely liberal,NO,NO,YES,YES,4,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot a
2006,1869,"Savings institutions, including credit unions","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1870,Wired telecommunications carriers,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1871,Executive offices and legislative bodies,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1872,"Machine shops; turned product; screw, nut, and bolt manufacturing",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1873,Hospitals,Slightly conservative,NO,NO,YES,NO,2,4,5,4,FAVOR,FAVOR,Remain the same as it is,Ballot a
2006,1874,Not specified manufacturing industries,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1875,Building material and supplies dealers,Slightly liberal,NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2006,1876,Newspaper publishers,"Moderate, middle of the road",NO,NO,NO,YES,6,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2006,1877,Department stores and discount stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1878,Drycleaning and laundry services,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1879,"Funeral homes, and cemeteries and crematories","Moderate, middle of the road",NO,YES,YES,YES,6,6,4,3,OPPOSE,STRONGLY FAVOR,Increased a little,Ballot b
2006,1880,Postal Service,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1881,Other general government and support,"Moderate, middle of the road",NO,YES,NO,YES,5,LAZY,INTELLIGENT,4,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot a
2006,1882,Postal Service,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1883,Hospitals,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1884,Not specified manufacturing industries,Slightly conservative,NO,NO,YES,YES,4,5,4,3,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1885,Construction,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1886,Motor vehicles and motor vehicle equipment manufacturing,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1887,Executive offices and legislative bodies,Liberal,NO,NO,NO,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,STRONGLY OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot a
2006,1888,Bus service and urban transit,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1889,Miscellaneous general merchandise stores,Conservative,NO,YES,YES,YES,HARDWORKING,4,INTELLIGENT,3,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1890,Construction,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1891,Offices of physicians,"Moderate, middle of the road",NO,NO,NO,NO,4,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2006,1892,Wired telecommunications carriers,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1893,"Architectural, engineering, and related services",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1894,Elementary and secondary schools,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1895,Traveler accommodation,"Moderate, middle of the road",NO,NO,NO,YES,3,3,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2006,1896,"Navigational, measuring, electromedical, and control instruments manufacturing",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1897,"Machine shops; turned product; screw, nut, and bolt manufacturing","Moderate, middle of the road",YES,YES,YES,YES,3,5,6,4,NEITHER FAVOR NOR OPPOSE,OPPOSE,Reduced a lot,Ballot a
2006,1898,"Machine shops; turned product; screw, nut, and bolt manufacturing",Conservative,YES,NO,YES,YES,3,4,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2006,1899,Gasoline stations,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1900,"Justice, public order, and safety activities","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1901,Elementary and secondary schools,Slightly conservative,NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,FAVOR,Remain the same as it is,Ballot b
2006,1902,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1903,Metalworking machinery manufacturing   ,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1904,Glass and glass product manufacturing,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1905,"Groceries and related products, merchant wholesalers","Moderate, middle of the road",NO,NO,NO,YES,4,4,5,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2006,1906,"Other amusement, gambling, and recreation industries",.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1907,Legal services,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1908,Not specified manufacturing industries,Liberal,NO,NO,NO,YES,4,5,5,4,FAVOR,FAVOR,Reduced a little,Ballot b
2006,1909, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1910,Clothing stores,Conservative,.d:  Do not Know/Cannot Choose,NO,NO,YES,3,5,6,5,STRONGLY OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1911,Postal Service,Extremely liberal,YES,YES,YES,YES,5,LAZY,6,2,STRONGLY OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot a
2006,1912,"Electric power generation, transmission, and distribution",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1913,"Justice, public order, and safety activities","Moderate, middle of the road",NO,NO,YES,NO,3,3,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2006,1914,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1915,.i:  Inapplicable,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1916,"Cement, concrete, lime, and gypsum product manufacturing","Moderate, middle of the road",NO,NO,NO,NO,3,4,3,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2006,1917,"Periodical, book, and directory publishers",Slightly conservative,NO,NO,NO,YES,3,5,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1918,Motor vehicles and motor vehicle equipment manufacturing,"Moderate, middle of the road",NO,NO,NO,.d:  Do not Know/Cannot Choose,HARDWORKING,5,INTELLIGENT,INTELLIGENT,FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1919,Traveler accommodation,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1920,Beauty salons,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1921,Individual and family services,Extremely liberal,NO,NO,NO,YES,3,5,4,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2006,1922,"Residential care facilities, without nursing",Conservative,NO,NO,NO,YES,HARDWORKING,5,6,5,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2006,1923,"Other professional, scientific, and technical services",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1924,Department stores and discount stores,Liberal,NO,NO,NO,YES,3,5,5,3,FAVOR,STRONGLY FAVOR,Reduced a little,Ballot a
2006,1925,Legal services,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1926,Miscellaneous fabricated metal products manufacturing,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1927,Insurance carriers and related activities,"Moderate, middle of the road",NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2006,1928,"Colleges and universities, including junior colleges",Liberal,YES,NO,YES,NO,2,2,6,6,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1929,.i:  Inapplicable,"Moderate, middle of the road",NO,NO,NO,YES,5,LAZY,4,4,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little,Ballot b
2006,1930,"Justice, public order, and safety activities",Extremely conservative,NO,NO,NO,YES,2,5,4,4,FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2006,1931,"Justice, public order, and safety activities",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1932,Construction,"Moderate, middle of the road",NO,NO,NO,YES,4,6,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot a
2006,1933,Executive offices and legislative bodies,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1934,Warehousing and storage,Liberal,YES,NO,YES,YES,4,4,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2006,1935,"Structural metals, and boiler, tank, and shipping container manufacturing",Slightly conservative,NO,NO,NO,YES,3,4,6,5,OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot a
2006,1936,Paperboard containers and boxes,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1937,Construction,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1938,Elementary and secondary schools,Slightly liberal,NO,NO,NO,YES,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2006,1939,Outpatient care centers,Conservative,NO,NO,NO,YES,3,5,4,4,OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1940,"Resin, synthetic rubber and fibers, and filaments manufacturing",Slightly conservative,NO,NO,NO,YES,4,4,3,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2006,1941,Services to buildings and dwellings,Extremely conservative,NO,NO,NO,NO,4,3,4,4,OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2006,1942,"Justice, public order, and safety activities",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1943,Glass and glass product manufacturing,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1944,.n:  No answer,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1945,Hospitals,Liberal,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,4,4,5,5,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1946,Not specified manufacturing industries,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1947,Automobile dealers,"Moderate, middle of the road",YES,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2006,1948,Beauty salons,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1949,Vending machine operators,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1950,Miscellaneous paper and pulp products,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1951,National security and international affairs,Conservative,NO,NO,NO,YES,3,5,4,3,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot a
2006,1952,.i:  Inapplicable,"Moderate, middle of the road",NO,NO,NO,NO,3,3,4,4,OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot a
2006,1953,Metalworking machinery manufacturing   ,"Moderate, middle of the road",YES,NO,YES,NO,4,5,5,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1954,Other consumer goods rental,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1955,National security and international affairs,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1956,Services incidental to transportation,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1957,Truck transportation,Conservative,NO,NO,NO,YES,2,4,6,4,OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1958,Miscellaneous fabricated metal products manufacturing,.d:  Do not Know/Cannot Choose,NO,NO,NO,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,4,4,NEITHER FAVOR NOR OPPOSE,OPPOSE,.d:  Do not Know/Cannot Choose,Ballot b
2006,1959,Services incidental to transportation,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
